favorite_count;full_text;Predicted_Label
0;Maap bgt nih kak. Aku 26 tahun hidup baru tau ada perusahaan listrik selain PLN. Baru tau ada yang jual bensin selain pertamina. Pernah ada Mobil di daerahku. Sangking nggak taunya kupikir itu cuma buat 'mobil' yang pake semacam solar. Berasa hidup di korut ;negatif
0;Peristiwa kebakaran menimpa mobil Sedan DK 1887 CN saat melaju di Jalan Bypass Ngurah Rai Sesetan Denpasar Selatan pada Kamis (27/2) malam pukul 20.30 Wita. Kebakaran ini diduga akibat korsleting listrik pada mesin kendaraan. https://t.co/a0QF1aNE43;negatif
0;@babyy_orangeee @its_willst Mending taksi listrik XANH SM mobil baru drpd BB mobilnya tua semua drivernya suka kebut an argonya mahal ;negatif
0;@s1mple_virus @Chifer13 @kegblgnunfaedh Tapi bukannya mobil listrik tuh stasiun pengisian listriknya masih jarang bgt yah? Apa bisa ngecas mandiri di rumah?;negatif
1;@innovacommunity Min pabrik mobil listrik operasionalnya full listrik jg atau pake bahan bakar fosil?;negatif
10;@somexthread Ingat mobil listrik jaman pak dahlan yg ga lolos uji emisi..mobil listrik kok uji emisi;negatif
0;@Dennysiregar7 Kendaraan dalam kota bisalah kendaraan listrik. Tp klw keluar kota saya tdk menyarankan mobil listrik;negatif
0;@pakmul63 Supaya rakyat pakai mobil listrik.. terus kenapa harus mobil listrik supaya ..isi sendiri;negatif
0;@FormulaGledek Iya nih teknologi mobil listrik makin canggih tapi jadi bikin balapannya jadi gak se-simple dulu.;negatif
1;Mobil listrik umumnya dimiliki oleh golongan ekonomi atas yang tinggal di wilayah urban. Selain minim emisi karbon kendaraan ini juga minim biaya operasional. #Riset #AdadiKompas https://t.co/h0UxDgnEww;negatif
0;Mobil listrik umumnya dimiliki oleh golongan ekonomi atas yang tinggal di wilayah urban. Selain minim emisi karbon kendaraan ini juga minim biaya operasional. #Riset #AdadiKompas https://t.co/56XNudoOFq;negatif
0;@subairiubay93 @WempiF90099 @XC1R3NG Hilirisasi cuma nguntungin perusahan china. Indonesia gak dpt apa2. Pling dapat upah buruh murah buat msy di sekitar pabrik. kmu tau tdk perusahaan nikel ini ga bayar pajak trus produknya diangkut semua ke china buat bikin batre mobil listrik. Yg untung china bukan kita.;negatif
0;Tp kaya ga ykin indo bakal bisa menyanggupi pergantian ini ke listrik secara infrastruktur nya belum menyeluruh (msih jauh bgt). Yahh ntar coba Kita liat aja bakal ada berapa banyak merk mobil listrik baru apa yg masuk indo dalam beberapa bulan lagi.;negatif
0;Gimana kalau masalah ron ini malah sengaja di buat biar masyarakat berbondong2 buat beralih ke mobil listrik? Soalnya selain makin banyak brand yg keluarin electric car. Tentu aja brand china g mau kalah buat ambil pasar dengan hrg murah kedepannya.;negatif
3;@amdmynt @rizkidwika Merubah seluruh angkot di Indonesia dengan sistem mikrotrans armadanya ganti mobil listrik pake AC headway 5 sd 10 menit sekali semua trayek + bangun pool di setiap kota yg per slot parkirnya di bekali charger listrik fast charging ya masih kembali banyak pake duit segitu.;positif
126;@somexthread Kita kan emang gitu tar klo dah berhasil di luar kita impor Duit kita banyak. Ingat kasus mobil listrik di matiin ampe ke akar2 nya. Trus kita bangga resmiin mobil listrik produk negara luar;negatif
0;@prastyoandi_ Beda lagi kalo dah bentuknya mobil listrik mz wkkw;positif
1;Sah sah sja seseorng mengusulkan ide nya Ap lg dia seorng mentri Dan Rakyat jga tdak d larang untuk mengusulkan ide² nya yaitu Adili uhut krna sdah jlas² menyengsarakan dengan mengalihkan subsidi BBM ke mobil listrik Lu jngn merasa tnang hut;positif
0;Halo @pln_123 saya sudah melakukan pembelian token listrik di pln mobil 2 kali beli di hari yg berbeda tidak ada voucher tambah daya yang masuk 1 pun gimana nih? Bisa dikirim gak voucher? Sudah chat cs tapi responnya selalu suruh cek berkala terus;negatif
0;Dua Peristiwa Kecelakaan Mobil Listrik Taksi Vietnam Tabrak Gerobak Motor dan Masuk Saluran Air #JakutUpdate #infojakut #jakartautaraterkini #jktinfo #jabodetabekinfo #jakartanews #jakutinfo #jakut24jam #sekitarjakut #forumjurnalisutara #jakutviral https://t.co/SH0Ju7rcTf;negatif
1;#KawanPajak diskon PPN/PPnBM DTP untuk kendaraan ramah lingkungan! Pembelian mobil listrik dan hybrid tertentu kini mendapat insentif PPN/PPnBM Ditanggung Pemerintah (DTP) sesuai dengan PMK No. 12 Tahun 2025. Simak detail selengkapnya pada infografis berikut! https://t.co/5a4XvqI4oj;positif
0;knp gk mobil listrik tu bisa ngecas sendiriny kn mrk jalan trs otomatis kn ban ny brputar trs ada energi kinetik trs energi kinetikny diubah jdi listrik trs lgsg msuk batreny jdi kt gk prlu ngecas;negatif
0;@pakmul63 Pedagang coal jualan listrik sama mobil listrik;negatif
0;Mobil listrik tuh klo daya baterainya fulm 100% bisa dr jakarta kemana ya? Ke Magelang cukup kah?;positif
0;"? ????Itu aku; dua tahun lalu andai Fortuna tidak mengasihinya saat mobil itu menghantam tubuhnya dengan kecepatan tinggi membawanya melayang di udara dan hanya berhenti usai menabrak tiang listrik di pinggir jalan. ????Itu aku mendapatkan apa yang kuidam-idamkan. ?";negatif
2;Kenapa orng yg udh korup ga dimiskinkan jg ya? Gue punya tetangga blio ini bukan sembarang blio. Dl kerjanya di instansi pemerintahan. Pernah di tahan karena blio korupsi. Tp pas bebas blio masih bisa beli 2 mobil listrik yg harganya hampir 1m. WKWKWKWK KOCAK;negatif
4;hemat transport mobil listrik emang best https://t.co/chZyqkkz85;positif
0;Daihatsu mengaku punya informasi terkait rencana elektrifikasi di pasar Indonesia pada 2025. Apakah mereka akhirnya akan meluncurkan mobil hybrid atau mobil listrik tahun ini? #daihatsu #hybrid #beritaterkini #mobil123 https://t.co/pkDPQt2yRZ;positif
0;@MrOngDedy Bos judol kan udah punya showroom mobil mewah di jakarta..dan ekspansi ke pembangkit listrik.;positif
3;Selamat Menunaikan Ibadah Ramadhan dari Komunitas WEVI Mari kita sambut bulan suci dengan semangat berbagi kebersamaan dan energi positif. Seperti halnya mobil listrik yang ramah lingkungan semoga Ramadhan ini membawa keberkahan dan kebaikan untuk kita semua. https://t.co/LLJ6Yq9urH;positif
0;@badkiedis @CoachJustinL Cuma dia yg sekarang saya tonton kalau gabut sekali. Kecuali soal mobil listrik saya skip.;negatif
0;@AhlulQohwah Intinya Pemerintah mau menghilangkan BBM.Sebagai gantinya Mobil listrik.Rakyat jgn tertipu dgn Skenario Pengurus Negara' yang Tidak memilik Ilmu pendidikan yang cukup.;negatif
3;@AutonetMagz Widih Erajaya sekarang sudah mulai mencoba menjual mobil listrik wkwkwkwk bisa dong beli Satu unit Xpeng dapet Ponsel ;netral
0;Hanya karena kalah berkompetisi di industri mobil listrik dg China dia kalap;negatif
27;"Sampurasun warga Bandung! Kali ini Wuling hadirkan inovasi mobil listrik terbarunya yaitu New Air ev &amp; New Cloud EV di Regional Launch Exhibition Trans Studio Mall Bandung. /#WulingMotors #DriveForABetterLife #WulingDiBangunDiIndonesia #NewAirev #BinguoEV #NewCloudEV #Almaz https://t.co/Hrv6ZuUpVU";positif
0;Kenapa harus tahu tipe konektor? Bayangin kamu lagi road trip baterai mobil listrik tinggal 10% dan akhirnya nemu SPKLU... Eh colokannya gak cocok! Biar gak kejadian kayak gini kenali dulu jenis konektornya yuk! #PLN #PLNUIDSulselrabar #plnmobile #semuamakinmudah https://t.co/huK1CsTe3m;positif
0;@ARSIPAJA Inget ga korea kmaren mau jual mobil listrik suruh bangun pabrik eh udah di bangun malah indo kerjasama ama china masuk tu mobil listrik cina membanjiri indo ya jelas ga mau lah perusahaan lain. Makanya amanah orang mah;negatif
0;Deg-degan itu terjebak macet panjang yg gak keliatan ujungnya di dalam mobil listrik sumpah gak tenang banget!;negatif
0;@SiPalingDisney Plot twist mereka difitnah oleh pengusaha motor/mobil listrik biar pda pindah wkwkw;negatif
1;@akuntwiter968 Btw pada mikir gak sih knp kasus oplos pertamax ini viralllll........ KARENA KITA DIPAKSA BELI MOTOR/MOBIL LISTRIK ;negatif
0;#ramadhan2025 Sale kios second ukuran 15 m2 lokasi strategis depan Mal Pakuwon Bekasi parkir muat 30 mobil air PAM Listrik 1300 watt. Dekat Pintu tol Japek MBZ Hotel Sekolah Kuliner Grosir SPBU SPBG BCP MM Grand Mal LRT Revo tinggal jl kaki. Hrg 250 jt minat DM. Barakallah https://t.co/nPbpoByejU;positif
0;ini biasa aja tp bikin gw SO HAPPY cuma krn nyebrangin bocil yg naik sepeda listrik si bocilnya ragu2 buat nyebrang motor mobil g ada yg mau ngalah jdi gw pelanin lah motor gw otomatis yg belakang gw jg pelan dong trus hbis nyebrang dia senyum lebar smbil teriak makasih kak ;negatif
0;@zhaojmai @itslandiy @dylanwxg List peje: 1. Yiran: Mobil listrik;positif
0;Kenapa harus tahu tipe konektor? Bayangin kamu lagi road trip baterai mobil listrik tinggal 10% dan akhirnya nemu SPKLU... Eh colokannya gak cocok! #PLN #PLNUIDSulselrabar #plnmobile #semuamakinmudah #PLNUntukIndonesia #AcceleratingRenewableEnergy https://t.co/EC9fBdXIF7;positif
0;Sering Bikin Kesel Pengguna Mobil Listrik yang Parkir di SPKLU Bakal Rugi Sendiri https://t.co/oWePelpubd;negatif
0;" Tahun 2013 Ricky &amp; timnya menyelesaikan mobil listrik bernama Selo &amp; Gendhis yg digunakan pada KTT APEC di Bali Oktober 2013. Namun setelah itu mobil buatan Indonesia tidak lagi terdengar &amp; digantikan oleh mobil listrik buatan Tiongkok yg masuk ke pasar otomotif Indonesia. https://t.co/oObJKskpfd";negatif
1;@innovacommunity produsen mobil listrik dan BBM tidak suka ini;negatif
0;Mobil/Motor listrik adalah bohong membuat perang dagang yg tidak elok;negatif
0;Wuling Air ev mobil listrik mungil yang lagi hits juga diproduksi di Indonesia lho! Ini bukti Wuling mendukung program elektrifikasi kendaraan dari pemerintah.;positif
0;Mobil ini nggak cuma nyaman buat dikendarai tapi juga punya performa yang siap bersaing dengan mobil listrik lainnya. Wuling benar-benar serius dalam menghadirkan kendaraan berkualitas!;positif
0;@ismailfahmi Jadi mikir: Bbm dibuat kacau agar beralih ke mobil listrik. Yg punya usaha mobil listrik ??? Tau kan Dia??;negatif
1;@Dennysiregar7 Ya bagus lah pakai Mobil Listrik lebih irit tidak polusi dan banyak keuntungan lainnya. Meninggalkan energy Fosil menuju Energi terbarukan;positif
0;Dengan bangganya kendukung mobil listrik padahal itu bisa menghancurkan perekonomian PHK dimana2 tolol!!!;negatif
0;Gua semalem mencoba naik mobil listrik ini dan ternyata oke juga ko. https://t.co/srv3GGMcp5;positif
0;@M45Broo_ Diganti mobil listrik yg jualan baterai LBP enak koe cok gak enak aku;negatif
3;Pake mobil listrik batrenya di opung ;negatif
0;@junoaggy Kayanya issue mobil listrik yang akan di naikan abis ini;netral
0;@kegblgnunfaedh Di Bali tuh kita kayak gak punya pilihan lain. Satu- satunya gas station ya cuman Pertamina aja?! Adalah benarrr kalau Pertamina tuh jadi yang paling banyak digunakan karena memang dia ada di mana- manaa . Sekalipun beda itu pom buat mobil listrik ;negatif
0;@pakmul63 Bukankah pemilik BBM jenis pertalite itu orang ini ? Atau ada BBM jenis lain yang saya belum tahu ? Ayo kita mikir sehat dulu kawan... Bulan lalu orang ini minta kepada pemerintah agar mobil/motor listrik disubsidi kepada pejabat dan kini minta harga BBM dinaikkan.;negatif
0;@cobeh2022 Dan kenapa orang pemerintahan banyak pake mobil listrik? Terjawab sudah.;negatif
0;Ini keknya gue disuruh ganti mobil listrik https://t.co/SH85KQVkhX;netral
1;@ekokuntadhi1 Perlahan mau dialihin ke mobil listrik. Orang yg dari kemarin gencar nyuruh buat pindah ke mobil listrik siapa? Udah pada tau lah ya;negatif
2;Mobil Listrik NETA Membuka Dealer NETA AMARTA di Bandung Menghadirkan EV dengan Teknologi Canggih serta Layanan Purna Jual Terbaik https://t.co/bFXs73oSr0 lewat @Liputan Bandung #Neta #mobillistrik;netral
0;@nllpointerexcpt Sewa rumah dlm kota (mis. tebet)/ Apartment 10-15 jt/bln listrik internet 3jt belanja dapur 2jt bbm mobil 3jt tinggal tambah spp anak hiburan kesehatan liburan hangout sosial cicilan total 30-40 jt kalo rumah punya sendiri bisa lebih murah.;netral
0;@tanyarlfes Supaya kita hrs pake motor ma mobil listrik hehehe;negatif
0;Apakah penjualan mobil listrik akan meningkat setelah ini?;negatif
0;@Dennysiregar7 Saatnya beralih ke mobil listrik. Pajak murah bebas emisi tanpa getaran dan lebih efisien.;positif
0;Mode Listrik Penuh di Mobil Hybrid Apakah Bisa? Ini Ulasannya https://t.co/LnXwOusFFs;netral
1;awas ae ki luhut out of nowhere asbun saatnya beralih ke mobil listrik jancok;negatif
0;@ELF_baksos Kan dia kak yg baru beli mobil listrik baru ;negatif
0;"Buat para pengguna motor listrik&amp; mobil listrik .janganlah kalian mengejek atau mentertawakan pemakai kendaraan pengguna pertamax yg ternyata oplosan dr pertalite . Krn siapa tahu suatu saat nnti anda akan jd korban oplosan akki basah dengan akki kering yg dinamakan 'akki nyemek' https://t.co/08PGJUZrjb";positif
0;@pakmul63 Dia ingin menguasai mobil listrik motor listrik dipakai di sini sehingga dapat kan untung gedeeee;negatif
0;Udah abis ini kita pakai mobil listrik aja.;negatif
1;Tri Dharma itu wajib kegiatannya maka anggaran TD pun sudah jd hak dosen.Pengurangan perjadin workshop hotel tamu internasional penggunaan listrik air bensin bila perlu mobil dinas dijual ITU Efisiensi.Ini Hak Utama yang kepotong Pelanggaran HAM berat namanya. (UUD ps 28a-j) ;netral
0;@pakmul63 Indikasi Mobil Listrik Di monopoli LBP guys tetep Kawal terus nih Orang;negatif
0;@abunismee Mereka semua goblok... Nggak mau membangun/meratakan jaringan 5G di seluruh Indonesia... Mobil listrik tuxuci dan selo nggak dilanjutkan... Bangun IKN gercep... Bangun danantara gercep... Udh dilantik dan mengucapkan sumpah diatas Al Qur'an/kitab suci masih ada yg korupsi...;negatif
2;korupsi pertamina bikin pengen ganti mobil ke mobil listrik ga sih (lirik wuling airev pink);negatif
1;Besok gua beli mobil listrik aja biar ga beli bensin lagi tp ya untungnya gua udah ganti pakek si kerang.;positif
0;@Dennysiregar7 Subsidi Mobil Listrik. Bikin Kaya Moeldoko dan Luhut https://t.co/qTSMGyLHzL;negatif
25;@MartabakGosong3 @yurickla @SiPalingDisney biar nguasain kilang minyak gan. sir ini kan sosoan beralih jadi mobil listrik padahal dia aslinya mobil rongsok dan masih pake bensin. jadi ollinol ini kayak propaganda supaya bahan bakar alternatif kelihatan jelek ;negatif
0;@Dennysiregar7 Ekonom endus adanya kongkalikong dalam Inpres Mobil dinas Listrik atas instruksi pemakaian di Pusat dan Daerah. Moeldoko Prabowo dan LBP ditengarai ikut bermain dalam terbitnya Instruksi Presiden (Inpres) Nomor 7 Tahun 2022. https://t.co/ZMx00UN6Ty;negatif
1;Pindah mobil listrik juga Luhut fam Udah paling bener naik sapu terbang aja;negatif
4;@hasyimmah Sy sudah beralih ke PLN mas mngkn mas hasyim jg bisa ikut pindah kesana kalo gk mau pindah ke produk LN tp udah dikecewakan sm pertamina.. pindah ke listrik selain msh mndukung dlm negeri mobil listrik jg lbh hemat lbh bertenaga n skrg bnyk mobil kluaran terbaru dgn range;netral
1;@Dennysiregar7 Pemain Bisnis Mobil Listrik di Lingkaran Jokowi. Mieldoko LBP dan Prabowo terendus dalam rapat-rapat bersama LKPP. Penerbitan Inpres Nomor 7 Tahun 2022. Luhut dan Moeldoko diduga ada di balik kebijakan ini. https://t.co/qUkr5hcM7D;negatif
0;@Afat3K mobil listrik listrik nya dari mana ? PLN ? masih percaya dgn BUMN ?;negatif
0;@spunxxpearl numpak mobil listrik goleki suara mesine ?;positif
0;@jogjamfs Coba dikomunikasikan dulu nder aku cowo tp dirumah ttp cleaning walaupun ga semuanya. Misal aku ga rutin ngepel tp sering nyapu dan cuci piring. Nyuci baju dah ada ART. Tp klo urusan air listrik mobil dah jelas kami yg laki2 yg handle. Yg cewe tinggal lapor kendala.;netral
3;Akal akalan agar orang pada beli mobil listrik.. bos mobil listrik itu lingkarannya Luhut;negatif
0;@IvanPradibta @aldentelegs padahal diluar negeri malah kelebihan listrik dari panel surya dibayar oleh perusahaan penyedia listrik https://t.co/QIsaJDAQCI;negatif
2;@pakmul63 Mobil listrik menanti.... punya siapa?!;negatif
0;Emg saatnya ganti mobil listrik kah ini;negatif
0;@armofx Kayanya iya mobil listrik tadi isi nya 2 org kok brrti muat;positif
0;@lostgirlcityx mobil listrik gak sih itu kelihatannya kayak cukup satu orang padahal mah dua muat kayaknya ;negatif
4;@Dennysiregar7 Mobil listrik kalo batterynya soak atau rusak gak bisa dibenerin. Musti ganti baru dan katanya hrg battery mobil listrik setengah dr harga mobilnya... ;negatif
0;Nanti beli rumah ya nanti beli mobil ya. Ih ngapain beli mobil listrik gampang rusak. Aku diajak makan Tante sih seafood byk bgt. Makan daging biasa sih dst. Tp kadang jg sambat beli ini aja deh murah wih duit segitu ya sayang buat beli ginian hadeh cari yg murah aja dst ..;negatif
0;Pengen beli mobil listrik tapi kendalanya cuma 1. Uang;negatif
